event_id,user_id,event_type,workout_type,timestamp,duration_min,ingested_at
17fb2661-bffd-47ac-9ffc-148d18132fca,user_1,workout_completed,run,2025-12-11T06:53:06.056267,60,2025-12-17T02:49:07.431118
a7a4a65e-8d60-438b-b92a-0b75c67e6494,user_1,workout_completed,yoga,2025-11-27T11:05:59.056267,30,2025-12-17T02:49:07.431118
715524df-c017-4b7a-8def-0a8387596492,user_1,workout_completed,run,2025-11-19T23:52:42.056267,60,2025-12-17T02:49:07.431118
29dcddff-ca8d-4707-a611-f498fc749398,user_1,workout_completed,run,2025-11-17T09:36:33.056267,45,2025-12-17T02:49:07.431118
c48b9eff-e6b6-452e-ab94-a6f347c864e8,user_1,workout_completed,strength,2025-12-02T07:16:30.056267,20,2025-12-17T02:49:07.431118
73e7f668-caab-483a-a16b-dd2c6e88e606,user_1,workout_completed,run,2025-12-08T06:12:19.056267,60,2025-12-17T02:49:07.431118
1ca132f6-7caf-48f0-935e-6af8830fac13,user_1,workout_completed,yoga,2025-12-13T02:22:16.056267,20,2025-12-17T02:49:07.431118
a0054db4-4721-4959-a5af-c73b157d5b5b,user_1,workout_completed,cycling,2025-11-23T10:52:57.056267,30,2025-12-17T02:49:07.431118
3259d68d-b626-4afa-bc1d-13f4cba6b84c,user_1,workout_completed,strength,2025-12-14T19:26:42.056267,20,2025-12-17T02:49:07.431118
88cfe1b4-db8d-4f6f-ac43-539290ca96d8,user_1,workout_completed,yoga,2025-11-30T23:06:46.056267,45,2025-12-17T02:49:07.431118
3dbb0827-4230-4d14-89b7-e7b3b2bfcf00,user_1,workout_completed,cycling,2025-11-25T12:43:11.056267,30,2025-12-17T02:49:07.431118
99c7e00c-d1b9-49b5-b4d4-cb5f62e13b95,user_1,workout_completed,run,2025-11-17T15:57:34.056267,30,2025-12-17T02:49:07.431118
3d986664-e6f1-4fe8-bfd1-32c1db330cf2,user_1,workout_completed,strength,2025-11-17T18:10:18.056267,60,2025-12-17T02:49:07.431118
2fbcc974-c966-4122-b8f0-62d1d994233b,user_1,workout_completed,run,2025-12-15T19:08:12.056267,20,2025-12-17T02:49:07.431118
eddce9de-a23b-4608-8879-96e9f760837e,user_1,workout_completed,cycling,2025-12-11T13:49:09.056267,60,2025-12-17T02:49:07.431118
a4dce023-7d44-425b-ae9d-474ce452795b,user_1,workout_completed,cycling,2025-12-07T06:44:54.056267,20,2025-12-17T02:49:07.431118
99d36c80-5c95-4a91-8adf-6c6781d959cf,user_1,workout_completed,run,2025-12-09T22:35:07.056267,20,2025-12-17T02:49:07.431118
3a048b45-4d18-4ca8-9ef5-67ff241be05c,user_1,workout_completed,run,2025-12-03T08:28:04.056267,60,2025-12-17T02:49:07.431118
2f494142-f39d-4b06-93c7-7b90fd869578,user_1,workout_completed,strength,2025-11-29T12:38:28.056267,60,2025-12-17T02:49:07.431118
981db6fe-a1ca-4947-a33d-259c391705f1,user_1,workout_completed,strength,2025-11-25T16:11:02.056267,30,2025-12-17T02:49:07.431118
2ee2a19e-2c03-474d-a391-4d7640d5bd31,user_1,workout_completed,cycling,2025-12-12T04:07:28.056267,45,2025-12-17T02:49:07.431118
693ee2d8-9d82-4d51-b88e-68ca5408916a,user_1,workout_completed,yoga,2025-11-24T22:43:15.056267,45,2025-12-17T02:49:07.431118
3d9eeca0-acd5-4f24-9e8b-9109bc35c709,user_1,workout_completed,run,2025-12-14T10:18:42.056267,30,2025-12-17T02:49:07.431118
55be734e-5f49-406a-a66f-76e1cf617ce6,user_1,workout_completed,cycling,2025-11-30T22:55:24.056267,20,2025-12-17T02:49:07.431118
0f564c38-1355-4730-af14-e5c3635e06a9,user_1,workout_completed,strength,2025-11-25T15:55:47.056267,30,2025-12-17T02:49:07.431118
cadf0ef9-7c21-4e44-b995-bfa498aaf29b,user_1,workout_completed,strength,2025-11-22T06:27:40.056267,30,2025-12-17T02:49:07.431118
367315bd-6b54-4ad4-9ce4-629ae4a51ff9,user_2,workout_completed,cycling,2025-12-08T06:48:02.056267,60,2025-12-17T02:49:07.431118
4211a5d4-b1a7-4b1d-9c1a-8bb6d7639bcd,user_2,workout_completed,run,2025-11-25T22:09:36.056267,30,2025-12-17T02:49:07.431118
39f5e912-39ea-4f8e-b250-da96738c22f0,user_2,workout_completed,strength,2025-11-24T03:58:11.056267,45,2025-12-17T02:49:07.431118
f8acffd2-c064-4aa6-80e6-e02e15fc736c,user_2,workout_completed,cycling,2025-12-09T03:30:55.056267,20,2025-12-17T02:49:07.431118
9f0504c2-4865-421e-a20c-0ed75b1a3c34,user_2,workout_completed,cycling,2025-11-17T13:20:06.056267,30,2025-12-17T02:49:07.431118
e51d5a0c-7a18-41fe-8870-3b0b7a9844e2,user_2,workout_completed,strength,2025-11-28T17:01:49.056267,60,2025-12-17T02:49:07.431118
1416a069-bd5b-427c-bf3b-25d0fdc42a15,user_2,workout_completed,yoga,2025-12-04T04:02:59.056267,60,2025-12-17T02:49:07.431118
f369aad3-6f87-4221-b0db-0654db40ea1f,user_2,workout_completed,strength,2025-12-14T13:22:57.056267,45,2025-12-17T02:49:07.431118
0e84762d-d5cb-4746-b5d7-290213ec4194,user_2,workout_completed,yoga,2025-11-29T10:42:38.056267,30,2025-12-17T02:49:07.431118
3c9d5e68-4de5-460d-a331-0e51ae6fd1f4,user_2,workout_completed,cycling,2025-12-03T15:26:23.056267,30,2025-12-17T02:49:07.431118
297ccdf9-51a2-473a-b600-63e8ee47e5b3,user_2,workout_completed,strength,2025-11-26T16:58:12.056267,20,2025-12-17T02:49:07.431118
dba51855-bd64-49d6-b73b-412320fea5a6,user_2,workout_completed,strength,2025-11-21T15:12:17.056267,60,2025-12-17T02:49:07.431118
1d7a8f83-84ce-41a2-b640-0a710f7ab9bb,user_2,workout_completed,run,2025-12-04T02:31:47.056267,30,2025-12-17T02:49:07.431118
9bb67322-9a4c-4400-9c4d-03000def4423,user_2,workout_completed,strength,2025-11-26T05:46:42.056267,45,2025-12-17T02:49:07.431118
00afbe73-9600-454c-a2df-1dceac4fa287,user_2,workout_completed,yoga,2025-11-19T16:11:20.056267,30,2025-12-17T02:49:07.431118
48285412-8640-4370-b662-8fc088d64633,user_2,workout_completed,strength,2025-11-26T06:04:41.056267,20,2025-12-17T02:49:07.431118
8f0d9170-234b-4756-8ae5-5c09f941a49f,user_2,workout_completed,yoga,2025-11-16T12:52:28.056267,30,2025-12-17T02:49:07.431118
71a49dea-6514-462e-bef7-a69e08b9fe7f,user_2,workout_completed,cycling,2025-11-29T05:15:42.056267,45,2025-12-17T02:49:07.431118
65267fa4-955c-494a-a745-e8f986291ad8,user_2,workout_completed,run,2025-11-26T16:46:00.056267,30,2025-12-17T02:49:07.431118
128e6bff-1198-4e82-9782-6c1a515a168f,user_2,workout_completed,strength,2025-11-29T06:15:11.056267,30,2025-12-17T02:49:07.431118
893483e6-3bd1-418d-8df9-3c5d44a3abd4,user_2,workout_completed,run,2025-11-27T12:46:59.056267,30,2025-12-17T02:49:07.431118
37df6c1e-cb79-4710-9b49-baf027f4bffd,user_2,workout_completed,strength,2025-12-04T11:59:06.056267,20,2025-12-17T02:49:07.431118
26a323cc-6eb7-4d9d-82fa-820df66a52f9,user_2,workout_completed,cycling,2025-12-08T08:39:32.056267,30,2025-12-17T02:49:07.431118
61b4c0c4-eb88-4381-9771-a84d38fe33a4,user_2,workout_completed,yoga,2025-11-29T22:15:12.056267,30,2025-12-17T02:49:07.431118
1396374c-ad62-4a75-9877-315f212fcd4f,user_2,workout_completed,run,2025-12-12T02:00:09.056267,20,2025-12-17T02:49:07.431118
23b34c4e-46e2-42e1-b331-faace69824b4,user_3,workout_completed,yoga,2025-11-20T04:59:25.056267,60,2025-12-17T02:49:07.431118
c2db5d13-3e6a-4d5d-a432-26b70855e623,user_3,workout_completed,cycling,2025-12-08T15:41:49.056267,20,2025-12-17T02:49:07.431118
0e29aab8-8d42-40cf-af16-c4bba9974df2,user_3,workout_completed,yoga,2025-12-08T08:45:36.056267,60,2025-12-17T02:49:07.431118
4365d107-c860-4231-ba36-1d732e0a5c48,user_3,workout_completed,strength,2025-11-18T15:11:18.056267,30,2025-12-17T02:49:07.431118
b2dc517a-b4c2-4797-8f89-6db0471cedc2,user_3,workout_completed,cycling,2025-12-15T13:35:53.056267,60,2025-12-17T02:49:07.431118
ae290082-fb4d-4caf-ba2a-168e2d7a918b,user_3,workout_completed,strength,2025-12-01T16:55:24.056267,60,2025-12-17T02:49:07.431118
271ee1b3-5d17-4de8-9bbe-4b29c8dbc66d,user_3,workout_completed,cycling,2025-12-03T18:47:55.056267,30,2025-12-17T02:49:07.431118
67b92a2a-d6b9-436f-909d-6f91307deafe,user_3,workout_completed,run,2025-12-02T09:24:13.056267,60,2025-12-17T02:49:07.431118
858a0720-df85-4db3-a5a5-ffa6c63d2cb4,user_3,workout_completed,run,2025-11-28T11:27:39.056267,30,2025-12-17T02:49:07.431118
77b5746f-5e19-4974-ba40-8819feeea74c,user_3,workout_completed,yoga,2025-11-19T15:07:33.056267,20,2025-12-17T02:49:07.431118
a253e4e7-14d1-4d01-bcb8-8a5e6e314c22,user_3,workout_completed,yoga,2025-12-04T22:33:32.056267,20,2025-12-17T02:49:07.431118
226768bf-8fdb-446f-8549-0823ca588cdc,user_3,workout_completed,strength,2025-12-11T09:25:47.056267,30,2025-12-17T02:49:07.431118
714d5c7a-fd70-4eb4-86a8-89474abfe2dc,user_3,workout_completed,strength,2025-12-07T13:49:30.056267,30,2025-12-17T02:49:07.431118
5c3d0baa-ff2c-42c5-8f34-d14c7b338e95,user_3,workout_completed,yoga,2025-12-04T19:13:34.056267,60,2025-12-17T02:49:07.431118
455dc9a5-987c-4a79-b311-f3b2d631a51f,user_3,workout_completed,strength,2025-12-06T12:39:58.056267,20,2025-12-17T02:49:07.431118
b751edf2-3ba2-4aac-b84d-b8df35d49e3a,user_3,workout_completed,strength,2025-12-07T08:16:15.056267,60,2025-12-17T02:49:07.431118
916800fe-aaf2-470b-8327-7348bc0a5b4a,user_3,workout_completed,cycling,2025-11-30T22:20:58.056267,30,2025-12-17T02:49:07.431118
b31db73c-a517-4126-8caf-7040bf1b6f04,user_3,workout_completed,yoga,2025-11-22T08:24:19.056267,30,2025-12-17T02:49:07.431118
0d3dde2d-f5ff-45f9-9479-56946961498b,user_3,workout_completed,run,2025-11-23T16:17:40.056267,45,2025-12-17T02:49:07.431118
9ec05081-7b4e-4948-afa4-246fab151bd4,user_4,workout_completed,run,2025-11-30T00:28:33.056267,20,2025-12-17T02:49:07.431118
9671d50f-85c8-44fc-8cc7-98fe1a578434,user_4,workout_completed,run,2025-12-02T18:14:11.056267,20,2025-12-17T02:49:07.431118
8a6eefc5-90a4-4d8a-b4a2-408601bdf502,user_4,workout_completed,strength,2025-11-28T20:45:19.056267,30,2025-12-17T02:49:07.431118
91d156f6-d3f1-4fb4-b712-df25f522f81b,user_4,workout_completed,run,2025-11-17T17:26:10.056267,30,2025-12-17T02:49:07.431118
acf7f8bb-18b9-4f2e-aa21-ec6465c44efb,user_4,workout_completed,strength,2025-11-28T05:50:02.056267,45,2025-12-17T02:49:07.431118
c0502824-62d0-4eea-b1e6-76afbf0d1fa4,user_4,workout_completed,cycling,2025-12-15T16:03:29.056267,60,2025-12-17T02:49:07.431118
19016578-6e19-44ec-b005-624aab851d21,user_4,workout_completed,cycling,2025-12-01T20:26:31.056267,45,2025-12-17T02:49:07.431118
befaf1c9-ae6b-41f5-a077-c4faaaa10148,user_4,workout_completed,yoga,2025-12-06T01:28:50.056267,60,2025-12-17T02:49:07.431118
0f96f014-a37f-4826-9898-38a17674b322,user_4,workout_completed,cycling,2025-12-15T22:00:35.056267,30,2025-12-17T02:49:07.431118
cd7af8f6-1e55-433a-917c-3a06b1ea5c95,user_4,workout_completed,strength,2025-11-19T22:54:53.056267,60,2025-12-17T02:49:07.431118
efee622d-3981-4b38-affa-ac8ad479f006,user_4,workout_completed,strength,2025-12-14T22:20:01.056267,45,2025-12-17T02:49:07.431118
a9d60c77-7070-42ac-ba95-0f1462277d2a,user_4,workout_completed,run,2025-12-01T04:48:21.056267,60,2025-12-17T02:49:07.431118
d037b219-5437-4f71-a9fb-3c4c1f17c4a0,user_4,workout_completed,yoga,2025-12-04T18:50:57.056267,60,2025-12-17T02:49:07.431118
4035f6b1-f622-4bab-9c5d-8a838454a9a7,user_4,workout_completed,run,2025-11-29T09:45:17.056267,60,2025-12-17T02:49:07.431118
885c9f15-1e70-4b21-a9fc-731afd7ccf2a,user_4,workout_completed,cycling,2025-11-27T00:42:23.056267,20,2025-12-17T02:49:07.431118
c52835b0-872f-44e2-9b4e-4d2d65323deb,user_4,workout_completed,yoga,2025-11-27T03:35:38.056267,60,2025-12-17T02:49:07.431118
4aae5500-5f69-49de-b481-a30f96073a59,user_4,workout_completed,strength,2025-12-13T00:33:46.056267,30,2025-12-17T02:49:07.431118
83b145ed-9eb9-45e9-801e-390c7907ac3c,user_4,workout_completed,cycling,2025-12-08T21:11:05.056267,20,2025-12-17T02:49:07.431118
f78553b1-865e-4a48-b8ff-e6b19adf6624,user_4,workout_completed,run,2025-11-24T16:23:16.056267,20,2025-12-17T02:49:07.431118
cf620560-75c2-4fff-9a69-c1e008874d4e,user_4,workout_completed,yoga,2025-11-18T10:26:28.056267,60,2025-12-17T02:49:07.431118
52f11ba6-ec5c-4573-9329-4f6fc5b8a685,user_5,workout_completed,yoga,2025-12-14T22:19:52.056267,45,2025-12-17T02:49:07.431118
e9751b31-b2f5-4870-a590-afff6df999db,user_5,workout_completed,cycling,2025-11-20T13:46:09.056267,45,2025-12-17T02:49:07.431118
e3d4e631-a3eb-4b0d-976a-70cfb11de678,user_5,workout_completed,cycling,2025-11-16T19:55:26.056267,20,2025-12-17T02:49:07.431118
2a12218c-acbd-4739-8efe-84476989528f,user_5,workout_completed,strength,2025-11-22T20:25:18.056267,30,2025-12-17T02:49:07.431118
d5e8c033-7600-44a7-8b3b-493aca383058,user_5,workout_completed,yoga,2025-11-25T07:17:30.056267,45,2025-12-17T02:49:07.431118
03004132-7ab9-460c-b8a4-a79f01fdc8c9,user_5,workout_completed,cycling,2025-12-13T17:25:04.056267,45,2025-12-17T02:49:07.431118
c8a1b647-55cd-4f35-98f5-9f2dae6a4c52,user_5,workout_completed,cycling,2025-11-17T18:48:47.056267,45,2025-12-17T02:49:07.431118
a64616fc-5cf5-4764-b9fb-a1a98f761879,user_5,workout_completed,run,2025-11-26T12:52:30.056267,20,2025-12-17T02:49:07.431118
1859c666-dc3c-4614-9e34-2ce8f3bdb526,user_5,workout_completed,yoga,2025-12-02T16:27:04.056267,60,2025-12-17T02:49:07.431118
45c63d59-d095-4a7f-833a-670bc68a7169,user_5,workout_completed,yoga,2025-12-01T23:38:51.056267,20,2025-12-17T02:49:07.431118
c9cf8df8-3fb0-4070-939e-bf8d32595de0,user_5,workout_completed,cycling,2025-12-10T17:35:58.056267,20,2025-12-17T02:49:07.431118
5ac4b20a-e270-4741-bd89-a2adfed8a267,user_5,workout_completed,yoga,2025-12-15T17:17:35.056267,30,2025-12-17T02:49:07.431118
26584de0-6627-4de6-8bc6-2b1f49ff9244,user_5,workout_completed,run,2025-12-06T00:24:25.056267,45,2025-12-17T02:49:07.431118
f70277fa-523d-429a-81da-9c7d2fc4310f,user_5,workout_completed,cycling,2025-12-14T03:49:16.056267,30,2025-12-17T02:49:07.431118
